3600,-0.001193142,1.4440268,-0.049281035,0.47545788,0.001592625,0.028663497,0,0,1
3600,-0.001740074,1.4541202,-0.057881135,0.4485885,0.00474831,0.0631196,0,0,2
3600,-0.002446842,1.4642217,-0.07311211,0.4489506,0.007146856,0.047975104,0,0,2
3600,-0.003014374,1.4750677,-0.059879236,0.48202437,0.010243247,0.06193339,0,0,2
3600,-0.003630257,1.486711,-0.06452381,0.51744807,0.013153724,0.058215003,0,0,2
3600,-0.004117775,1.4986532,-0.05234325,0.53072387,0.01671383,0.07120816,0,0,0
3600,-0.004605389,1.5099955,-0.052353907,0.5040532,0.020272784,0.07118533,0,0,0
3600,-0.005093098,1.5207376,-0.052364282,0.47738674,0.023831436,0.071179345,0,0,3
3600,-0.005516434,1.5308717,-0.044309646,0.4503702,0.02577647,0.038904287,0,0,2
3600,-0.005872631,1.541362,-0.037995767,0.46619242,0.028117701,0.046828877,0,0,1
3600,-0.006290817,1.5512426,-0.045758765,0.439057,0.032016814,0.077989414,0,0,0
3600,-0.006709194,1.5605235,-0.04577043,0.41239107,0.035914835,0.0779673,0,0,0
3600,-0.007127666,1.5692046,-0.045781486,0.3857219,0.039812587,0.07796202,0,0,1
3600,-0.007609844,1.5772833,-0.053768437,0.35889226,0.04530924,0.10994291,0,0,1
3600,-0.008154392,1.5847522,-0.061594844,0.3317245,0.052376404,0.14135614,0,0,3
3600,-0.008616162,1.5916252,-0.051216297,0.30528292,0.057356764,0.099616185,0,0,0
3600,-0.009078217,1.5978986,-0.051229786,0.27861175,0.062337574,0.09962507,0,0,1
3600,-0.009620762,1.6035545,-0.061326213,0.25105596,0.069354214,0.14034525,0,0,1
3600,-0.010234833,1.6086078,-0.07030413,0.22415641,0.07816519,0.17623523,0,0,3
3600,-0.010782624,1.6130586,-0.061979502,0.19742654,0.08530861,0.14288144,0,0,1
3600,-0.01142559,1.6169001,-0.07390938,0.17016394,0.09484834,0.19081172,0,0,0
3600,-0.012068844,1.6201428,-0.07393597,0.14348593,0.1043853,0.19075635,0,0,0
3600,-0.012712479,1.6227865,-0.07396143,0.116807796,0.11392128,0.19073667,0,0,1
3600,-0.013423729,1.6248028,-0.08246284,0.08870194,0.12519607,0.22549549,0,0,2
3600,-0.01416626,1.6277754,-0.08602796,0.13108413,0.13692684,0.23461549,0,0,2
3600,-0.015128803,1.6313196,-0.1074988,0.15645012,0.14814222,0.22430713,0,0,3
